Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins
0.0,114.0,1.0,0.0,0.12,1.0,203.8,85.0,44.2,4.39,11.7
0.0,94.0,1.0,0.0,0.0,1.0,181.5,98.0,48.0,10.0,6.6
0.0,112.0,1.0,1.0,3.11,4.0,225.2,89.0,92.1,12.84,11.5
0.0,138.0,1.0,0.0,0.0,0.0,240.8,104.0,54.0,7.23,11.6
0.0,80.0,1.0,0.0,0.0,0.0,194.8,116.0,51.0,10.5,12.8
0.0,48.0,1.0,0.0,0.0,2.0,190.4,92.0,60.0,15.88,8.3
0.0,166.0,0.0,1.0,3.08,1.0,175.8,126.0,82.8,12.68,11.4
0.0,74.0,1.0,1.0,2.67,4.0,249.4,70.0,87.7,10.48,9.9
0.0,116.0,1.0,1.0,3.19,2.0,118.0,103.0,66.9,8.36,11.8
0.0,148.0,1.0,0.0,0.0,1.0,17.6,121.0,17.0,8.09,10.6
0.0,133.0,1.0,0.0,0.0,0.0,201.7,85.0,49.0,8.47,6.0
0.0,113.0,1.0,0.0,0.0,1.0,215.6,96.0,54.0,9.67,13.5
0.0,93.0,1.0,0.0,0.42,0.0,190.2,68.0,59.2,13.11,8.8
0.0,93.0,1.0,1.0,1.84,2.0,138.1,91.0,56.4,8.37,6.8
0.0,152.0,1.0,1.0,2.13,1.0,214.6,108.0,66.3,4.83,7.9
0.0,74.0,1.0,0.0,0.0,1.0,200.4,87.0,61.0,15.46,10.0
0.0,99.0,1.0,0.0,0.0,3.0,238.4,96.0,62.0,12.33,12.4
1.0,67.0,0.0,1.0,4.56,0.0,181.1,59.0,95.6,10.8,16.9
0.0,89.0,0.0,0.0,0.0,1.0,125.6,108.0,40.0,10.65,5.4
0.0,138.0,0.0,0.0,0.0,1.0,169.3,82.0,48.0,10.9,9.4
0.0,115.0,1.0,0.0,0.26,0.0,210.6,120.0,51.6,7.66,11.0
0.0,87.0,1.0,0.0,0.0,3.0,169.1,105.0,44.0,8.5,9.9
0.0,107.0,1.0,1.0,3.02,1.0,281.1,83.0,90.2,7.19,11.2
0.0,108.0,1.0,1.0,2.35,3.0,170.7,88.0,62.5,5.5,8.7
1.0,139.0,1.0,0.0,0.0,5.0,134.4,106.0,41.0,10.57,10.2
0.0,141.0,1.0,1.0,2.51,2.0,206.9,126.0,83.1,13.22,9.3
0.0,101.0,0.0,0.0,0.38,0.0,193.7,108.0,52.8,9.33,11.6
0.0,101.0,1.0,0.0,0.0,0.0,257.3,84.0,60.0,9.24,13.5
0.0,135.0,1.0,0.0,0.0,1.0,173.4,107.0,49.0,11.1,13.7
0.0,60.0,1.0,0.0,0.0,2.0,252.7,97.0,62.0,11.06,12.4
1.0,63.0,1.0,0.0,0.0,4.0,278.0,102.0,70.0,13.32,13.1
1.0,58.0,1.0,0.0,0.0,2.0,247.2,116.0,68.0,15.19,9.3
0.0,130.0,1.0,1.0,3.4,1.0,257.2,108.0,97.0,11.22,12.6
0.0,166.0,1.0,0.0,0.21,1.0,181.4,108.0,55.1,12.69,11.6
0.0,102.0,1.0,0.0,0.0,1.0,224.7,81.0,50.0,6.47,15.8
0.0,104.0,1.0,0.0,0.27,1.0,183.6,133.0,44.7,6.04,12.7
0.0,190.0,1.0,0.0,0.26,0.0,142.9,96.0,42.6,8.9,6.6
0.0,130.0,1.0,0.0,0.35,1.0,176.9,109.0,41.5,4.54,9.5
0.0,140.0,1.0,0.0,0.28,3.0,129.6,79.0,45.8,12.31,9.4
0.0,71.0,1.0,0.0,0.0,3.0,197.9,108.0,50.0,9.08,6.7
1.0,136.0,1.0,0.0,0.45,1.0,269.8,106.0,70.5,11.44,10.1
0.0,95.0,1.0,0.0,0.0,0.0,160.0,133.0,46.0,10.77,9.1
0.0,52.0,1.0,1.0,1.11,2.0,170.9,71.0,58.1,10.07,4.1
1.0,95.0,0.0,0.0,0.0,4.0,228.9,134.0,61.0,12.79,10.1
1.0,171.0,1.0,0.0,0.0,1.0,270.5,69.0,66.0,11.5,9.6
0.0,67.0,1.0,1.0,2.59,1.0,104.9,65.0,62.9,10.82,9.6
0.0,124.0,1.0,0.0,0.0,2.0,150.3,101.0,48.0,12.8,12.5
0.0,110.0,1.0,0.0,0.31,3.0,74.5,117.0,33.1,10.04,9.8
0.0,4.0,0.0,0.0,0.0,0.0,145.3,89.0,51.0,15.19,8.9
0.0,127.0,1.0,0.0,0.0,1.0,102.8,128.0,30.0,7.19,10.0
0.0,106.0,1.0,0.0,0.0,0.0,158.6,112.0,46.0,11.0,9.1
0.0,117.0,1.0,1.0,2.32,1.0,80.2,81.0,56.2,10.95,8.6
0.0,46.0,1.0,0.0,0.21,1.0,210.2,92.0,58.1,11.37,13.1
0.0,137.0,1.0,1.0,2.11,0.0,175.3,96.0,72.1,12.07,7.8
0.0,215.0,1.0,0.0,0.31,0.0,83.6,148.0,28.1,6.05,10.7
0.0,139.0,1.0,0.0,0.0,4.0,181.6,119.0,60.0,16.79,8.3
1.0,162.0,1.0,0.0,0.0,4.0,70.7,108.0,26.0,7.88,9.1
1.0,80.0,1.0,0.0,0.0,2.0,268.7,120.0,72.0,15.05,5.8
0.0,171.0,1.0,1.0,2.75,3.0,223.2,77.0,81.5,9.16,10.2
0.0,62.0,1.0,1.0,2.75,0.0,137.3,95.0,66.5,9.21,10.2
1.0,119.0,0.0,1.0,2.35,5.0,160.0,95.0,69.5,10.48,8.7
0.0,179.0,1.0,0.0,0.0,0.0,219.2,92.0,50.0,7.47,6.1
0.0,116.0,1.0,0.0,0.23,3.0,173.5,93.0,48.3,9.71,16.2
0.0,161.0,1.0,0.0,0.0,1.0,196.6,73.0,48.0,8.51,12.5
0.0,53.0,1.0,0.0,0.0,1.0,164.1,106.0,46.0,10.3,11.4
0.0,163.0,1.0,1.0,2.38,1.0,224.0,126.0,81.8,11.68,8.8
1.0,49.0,1.0,0.0,0.0,2.0,266.3,90.0,63.0,10.39,14.0
0.0,87.0,1.0,0.0,0.0,1.0,237.2,124.0,60.0,11.13,11.0
0.0,132.0,1.0,1.0,1.92,2.0,113.2,96.0,62.2,13.5,7.1
0.0,124.0,1.0,0.0,0.0,1.0,160.9,109.0,40.0,7.21,12.9
0.0,97.0,1.0,1.0,1.73,1.0,117.6,97.0,54.3,9.82,6.4
0.0,74.0,1.0,1.0,3.56,4.0,154.1,122.0,78.6,9.77,13.2
0.0,97.0,1.0,0.0,0.0,2.0,239.8,125.0,60.0,10.74,8.7
0.0,128.0,1.0,0.0,0.28,0.0,195.6,99.0,59.8,13.39,16.0
1.0,137.0,0.0,0.0,0.0,0.0,237.3,103.0,56.0,8.84,14.2
1.0,76.0,1.0,0.0,0.0,1.0,263.4,148.0,65.0,11.52,11.4
0.0,67.0,1.0,1.0,2.67,2.0,115.6,111.0,66.7,11.89,9.9
0.0,148.0,0.0,0.0,0.0,1.0,218.7,111.0,51.0,7.78,8.2
0.0,112.0,1.0,1.0,3.59,0.0,60.6,113.0,60.9,8.3,13.3
1.0,87.0,1.0,0.0,0.0,0.0,240.0,83.0,53.0,6.71,9.3
0.0,117.0,1.0,0.0,0.0,0.0,168.8,137.0,50.0,12.07,15.5
0.0,38.0,1.0,0.0,0.0,2.0,137.8,86.0,48.0,14.32,14.1
0.0,171.0,1.0,0.0,0.31,2.0,137.5,110.0,44.1,9.91,13.3
0.0,104.0,1.0,0.0,0.0,3.0,264.0,108.0,57.0,6.61,10.6
0.0,98.0,1.0,0.0,0.0,0.0,288.1,101.0,61.0,6.9,0.0
0.0,71.0,1.0,0.0,0.0,0.0,104.0,92.0,35.0,9.85,14.6
0.0,129.0,1.0,1.0,4.43,1.0,192.8,103.0,92.3,8.85,16.4
0.0,132.0,1.0,0.0,0.0,0.0,99.5,110.0,28.0,6.46,9.7
0.0,139.0,1.0,0.0,0.35,0.0,139.0,110.0,38.5,6.65,12.1
0.0,103.0,1.0,0.0,0.0,3.0,206.5,125.0,51.0,9.01,12.2
1.0,75.0,1.0,0.0,0.0,2.0,314.6,102.0,68.0,8.49,5.7
0.0,118.0,1.0,0.0,0.0,2.0,224.6,94.0,58.0,11.3,12.5
0.0,86.0,1.0,0.0,0.0,3.0,194.2,98.0,50.0,9.69,9.3
0.0,161.0,0.0,0.0,0.0,2.0,156.1,114.0,42.0,9.02,11.1
0.0,65.0,1.0,0.0,0.0,1.0,207.7,109.0,54.0,10.88,8.0
0.0,184.0,1.0,1.0,2.75,0.0,200.3,76.0,83.5,12.68,10.2
0.0,55.0,1.0,1.0,1.97,1.0,207.7,91.0,72.7,9.99,7.3
1.0,125.0,1.0,0.0,0.32,2.0,113.0,108.0,37.2,8.46,9.2
0.0,138.0,1.0,0.0,0.0,3.0,146.5,101.0,50.0,14.23,14.0
1.0,61.0,1.0,0.0,0.0,1.0,267.1,104.0,61.0,9.02,17.3
0.0,116.0,1.0,0.0,0.2,1.0,146.4,123.0,42.0,8.83,7.8
0.0,142.0,1.0,1.0,2.48,3.0,237.4,105.0,80.8,8.8,9.2
0.0,100.0,1.0,0.0,0.0,1.0,218.8,125.0,50.0,7.42,9.7
0.0,88.0,1.0,0.0,0.0,2.0,152.9,119.0,41.0,8.56,12.0
1.0,66.0,1.0,0.0,0.0,1.0,167.3,91.0,48.0,11.5,10.6
0.0,118.0,1.0,0.0,0.0,2.0,113.0,80.0,32.0,7.51,10.8
0.0,59.0,1.0,0.0,0.51,4.0,182.5,104.0,54.1,10.24,11.3
0.0,65.0,1.0,0.0,0.0,1.0,116.8,87.0,36.0,8.95,14.1
0.0,65.0,1.0,0.0,0.0,1.0,136.1,112.0,47.0,13.65,4.4
1.0,193.0,1.0,0.0,0.29,2.0,96.8,92.0,31.9,7.13,10.9
1.0,128.0,1.0,0.0,0.0,1.0,237.9,125.0,62.0,12.38,13.9
0.0,67.0,1.0,0.0,0.14,0.0,115.5,70.0,43.4,12.61,7.5
0.0,75.0,1.0,0.0,0.0,1.0,138.5,110.0,37.0,7.66,11.1
0.0,94.0,1.0,0.0,0.0,1.0,194.1,62.0,53.0,11.36,15.3
0.0,1.0,1.0,1.0,2.7,1.0,146.6,68.0,67.0,8.64,10.0
0.0,201.0,1.0,1.0,4.08,1.0,192.0,97.0,93.8,11.96,15.1
0.0,166.0,1.0,0.0,0.0,0.0,173.9,103.0,54.0,13.82,15.3
1.0,102.0,1.0,0.0,0.0,1.0,195.7,116.0,52.0,10.46,8.3
0.0,85.0,1.0,1.0,3.11,1.0,173.1,107.0,82.1,12.36,11.5
0.0,79.0,0.0,0.0,0.31,2.0,103.5,134.0,48.1,15.97,8.4
0.0,113.0,1.0,0.0,0.27,1.0,72.5,88.0,32.7,10.2,6.6
0.0,62.0,1.0,0.0,0.0,1.0,128.7,111.0,37.0,8.48,10.3
0.0,82.0,1.0,0.0,0.0,1.0,143.7,116.0,39.0,8.54,7.8
0.0,104.0,1.0,0.0,0.0,1.0,156.2,93.0,43.0,9.65,13.1
0.0,158.0,1.0,0.0,0.14,0.0,205.2,97.0,57.4,12.03,14.4
0.0,148.0,0.0,0.0,0.0,0.0,218.9,88.0,55.0,10.4,11.1
0.0,125.0,1.0,0.0,0.0,0.0,168.6,99.0,44.0,8.78,10.9
0.0,118.0,1.0,1.0,3.43,2.0,91.5,125.0,69.3,11.0,12.7
1.0,118.0,1.0,0.0,0.0,5.0,267.8,145.0,73.0,15.82,14.4
0.0,104.0,1.0,1.0,3.62,2.0,182.1,66.0,86.2,10.68,13.4
0.0,30.0,1.0,0.0,0.0,0.0,227.4,88.0,55.0,9.13,12.5
0.0,98.0,1.0,1.0,3.24,1.0,121.0,105.0,72.4,10.95,12.0
0.0,146.0,1.0,0.0,0.0,3.0,205.4,101.0,47.0,6.75,10.3
0.0,91.0,1.0,1.0,2.48,0.0,162.3,107.0,72.8,11.7,9.2
0.0,108.0,1.0,0.0,0.33,3.0,193.3,126.0,50.3,7.74,9.4
0.0,114.0,1.0,0.0,0.0,2.0,169.2,96.0,42.0,7.5,4.6
0.0,127.0,1.0,0.0,0.26,3.0,96.0,117.0,34.6,8.85,9.7
0.0,59.0,1.0,0.0,0.0,2.0,107.8,113.0,37.0,10.83,9.9
0.0,130.0,1.0,0.0,0.0,1.0,207.1,70.0,53.0,10.01,12.4
0.0,128.0,1.0,0.0,0.0,0.0,125.2,99.0,39.0,10.27,18.9
0.0,95.0,1.0,0.0,0.0,0.0,190.2,119.0,46.0,7.86,14.0
0.0,27.0,1.0,0.0,0.0,5.0,232.1,81.0,58.0,10.54,15.0
1.0,71.0,1.0,0.0,0.0,3.0,290.4,108.0,71.0,12.7,10.1
0.0,84.0,1.0,1.0,2.03,4.0,207.5,138.0,73.3,10.05,7.5
1.0,110.0,0.0,1.0,2.24,1.0,267.9,103.0,90.4,13.17,8.3
0.0,79.0,1.0,0.0,0.0,2.0,213.6,110.0,57.0,11.75,8.8
0.0,72.0,1.0,0.0,0.0,2.0,165.9,114.0,49.0,11.8,12.0
0.0,70.0,1.0,0.0,0.0,1.0,129.9,102.0,40.0,10.44,14.3
0.0,45.0,1.0,0.0,0.0,2.0,112.8,108.0,38.0,10.94,9.0
0.0,123.0,1.0,1.0,1.78,3.0,212.3,77.0,75.8,12.58,6.6
0.0,196.0,1.0,0.0,0.36,1.0,133.1,80.0,44.6,10.33,10.3
0.0,101.0,1.0,0.0,0.0,0.0,124.8,66.0,44.0,12.86,13.4
0.0,131.0,1.0,1.0,1.4,1.0,177.1,100.0,61.0,9.7,5.2
1.0,111.0,1.0,0.0,0.0,4.0,176.9,128.0,39.0,5.14,10.5
0.0,82.0,1.0,0.0,0.0,3.0,207.0,90.0,55.0,11.65,9.1
0.0,111.0,1.0,0.0,0.33,0.0,181.8,117.0,48.3,7.91,9.7
0.0,129.0,1.0,1.0,2.78,2.0,193.0,99.0,79.8,11.24,10.3
0.0,88.0,1.0,0.0,0.27,1.0,181.9,90.0,46.7,7.58,7.5
0.0,70.0,1.0,0.0,0.0,2.0,208.7,97.0,59.0,13.78,8.0
0.0,84.0,1.0,1.0,2.89,1.0,89.7,87.0,56.9,6.93,10.7
0.0,133.0,1.0,0.0,0.0,2.0,176.8,92.0,46.0,9.38,6.5
0.0,87.0,1.0,1.0,2.11,0.0,262.8,114.0,85.1,10.79,7.8
0.0,86.0,1.0,0.0,0.0,1.0,150.5,92.0,36.0,6.02,9.0
0.0,76.0,1.0,0.0,0.0,0.0,204.2,100.0,60.0,14.63,10.5
0.0,137.0,1.0,0.0,0.0,3.0,242.1,118.0,58.0,9.55,14.7
0.0,71.0,1.0,1.0,1.51,2.0,141.4,107.0,53.1,8.15,5.6
1.0,28.0,1.0,0.0,0.0,6.0,121.7,48.0,32.0,6.29,8.3
0.0,88.0,1.0,1.0,4.35,1.0,219.5,78.0,100.5,11.11,16.1
0.0,131.0,1.0,1.0,3.43,1.0,170.8,145.0,84.3,11.84,12.7
0.0,131.0,1.0,0.0,0.0,2.0,263.4,123.0,58.0,7.6,10.7
0.0,132.0,1.0,0.0,0.0,1.0,117.6,66.0,39.0,10.7,8.8
0.0,74.0,1.0,0.0,0.0,3.0,124.8,114.0,33.0,6.65,10.6
0.0,117.0,1.0,0.0,0.0,1.0,102.8,119.0,36.0,10.34,10.1
0.0,114.0,1.0,1.0,2.78,0.0,154.4,109.0,73.8,11.07,10.3
0.0,96.0,1.0,1.0,2.81,3.0,183.3,115.0,77.1,10.07,10.4
0.0,104.0,1.0,0.0,0.27,5.0,280.4,127.0,65.7,8.97,15.2
0.0,143.0,1.0,0.0,0.42,0.0,119.1,117.0,49.2,14.39,12.2
1.0,119.0,1.0,0.0,0.0,0.0,294.2,100.0,70.0,11.63,9.0
0.0,64.0,1.0,0.0,0.0,2.0,194.2,147.0,48.0,8.67,5.5
1.0,161.0,1.0,0.0,0.0,4.0,154.7,84.0,42.0,8.89,5.9
1.0,92.0,0.0,0.0,0.21,2.0,130.7,113.0,47.1,13.03,9.4
0.0,75.0,1.0,1.0,3.62,2.0,118.5,86.0,75.2,10.7,13.4
0.0,124.0,1.0,0.0,0.0,0.0,194.0,103.0,54.0,12.05,11.9
0.0,116.0,1.0,0.0,0.0,0.0,164.6,110.0,51.0,13.53,8.0
0.0,99.0,1.0,0.0,0.0,4.0,198.2,87.0,52.0,10.37,8.7
0.0,104.0,1.0,1.0,3.59,4.0,280.2,136.0,102.9,11.03,13.3
0.0,80.0,1.0,0.0,0.0,0.0,105.8,110.0,22.0,2.2,13.1
0.0,82.0,1.0,0.0,0.21,0.0,135.4,102.0,46.1,11.86,17.5
0.0,66.0,1.0,1.0,1.92,3.0,88.8,104.0,44.2,5.48,7.1
0.0,99.0,1.0,0.0,0.0,0.0,169.2,70.0,52.0,13.58,10.6
0.0,79.0,1.0,1.0,3.24,1.0,236.7,95.0,95.4,13.18,12.0
0.0,93.0,1.0,1.0,2.16,2.0,178.7,134.0,67.6,8.93,8.0
0.0,60.0,1.0,0.0,0.0,1.0,221.1,106.0,53.0,8.93,7.4
0.0,11.0,1.0,1.0,1.62,3.0,190.6,86.0,68.2,11.01,6.0
1.0,123.0,1.0,0.0,0.0,2.0,236.2,135.0,64.0,13.7,10.1
0.0,147.0,0.0,0.0,0.0,0.0,157.0,79.0,36.0,5.16,7.1
1.0,130.0,1.0,0.0,0.0,1.0,263.7,113.0,61.0,9.33,18.3
0.0,93.0,1.0,1.0,3.38,2.0,136.8,113.0,72.8,8.98,12.5
0.0,64.0,1.0,0.0,0.43,2.0,168.0,116.0,49.3,9.62,10.1
0.0,86.0,1.0,0.0,0.0,1.0,150.8,85.0,51.0,14.8,12.5
0.0,72.0,1.0,0.0,0.0,0.0,198.4,147.0,53.0,10.85,13.1
0.0,123.0,1.0,0.0,0.15,3.0,211.0,92.0,56.5,10.85,9.8
0.0,20.0,1.0,1.0,1.92,0.0,171.5,98.0,62.2,7.66,7.1
0.0,97.0,0.0,0.0,0.28,0.0,143.7,117.0,50.8,13.65,10.9
0.0,121.0,1.0,1.0,3.24,1.0,116.0,85.0,65.4,7.51,12.0
0.0,83.0,1.0,1.0,3.54,3.0,155.9,122.0,76.4,8.12,13.1
0.0,88.0,1.0,0.0,0.29,2.0,148.2,82.0,54.9,15.44,6.4
0.0,124.0,1.0,0.0,0.0,1.0,188.5,77.0,48.0,9.1,6.1
0.0,186.0,1.0,1.0,3.92,2.0,74.3,107.0,67.2,8.87,14.5
1.0,123.0,1.0,0.0,0.0,4.0,123.2,104.0,38.0,9.5,12.9
