Churn,AccountWeeks,ContractRenewal,DataPlan,DataUsage,CustServCalls,DayMins,DayCalls,MonthlyCharge,OverageFee,RoamMins
0.0,75.0,1.0,1.0,3.05,1.0,198.2,107.0,88.5,14.02,11.3
0.0,174.0,1.0,0.0,0.21,2.0,190.3,98.0,56.1,12.64,7.2
1.0,122.0,1.0,0.0,0.0,1.0,231.2,141.0,63.0,13.39,8.8
0.0,101.0,1.0,0.0,0.0,3.0,209.6,107.0,56.0,11.44,7.6
0.0,98.0,1.0,0.0,0.39,2.0,136.1,82.0,40.9,7.82,10.1
0.0,62.0,1.0,0.0,0.0,4.0,120.7,70.0,47.0,15.36,13.1
0.0,112.0,1.0,1.0,2.7,2.0,113.7,117.0,60.0,7.88,10.0
0.0,47.0,1.0,1.0,3.48,2.0,196.6,93.0,88.8,12.07,12.9
1.0,95.0,0.0,1.0,2.78,5.0,136.8,91.0,68.8,10.04,10.3
0.0,90.0,1.0,0.0,0.22,0.0,145.6,103.0,44.2,9.86,10.5
0.0,118.0,1.0,0.0,0.0,2.0,189.3,119.0,53.0,11.68,10.0
0.0,125.0,1.0,0.0,0.0,0.0,168.6,99.0,44.0,8.78,10.9
0.0,225.0,1.0,0.0,0.0,1.0,182.7,142.0,53.0,12.33,8.8
0.0,132.0,1.0,0.0,0.0,1.0,206.2,100.0,53.0,10.56,10.2
0.0,119.0,1.0,1.0,2.7,1.0,178.1,110.0,76.0,10.64,10.0
1.0,115.0,1.0,0.0,0.0,1.0,286.4,125.0,67.0,10.29,6.9
0.0,89.0,1.0,1.0,2.03,2.0,163.5,80.0,72.3,13.74,7.5
0.0,116.0,1.0,0.0,0.0,2.0,89.5,128.0,31.0,9.04,14.0
0.0,95.0,1.0,0.0,0.0,0.0,157.9,103.0,49.0,12.98,14.0
0.0,147.0,1.0,0.0,0.0,1.0,205.3,95.0,50.0,8.34,7.8
0.0,35.0,1.0,1.0,1.35,2.0,181.2,76.0,59.5,8.88,5.0
0.0,65.0,1.0,0.0,0.0,1.0,187.9,116.0,46.0,7.88,7.5
1.0,182.0,1.0,0.0,0.0,2.0,279.1,124.0,63.0,9.03,9.5
0.0,122.0,1.0,0.0,0.0,2.0,180.0,88.0,43.0,7.25,11.5
0.0,29.0,1.0,0.0,0.0,1.0,157.4,122.0,40.0,7.25,9.3
1.0,125.0,0.0,1.0,4.59,1.0,260.8,81.0,104.9,8.19,17.0
0.0,124.0,1.0,1.0,2.4,1.0,161.2,109.0,69.0,10.21,8.9
0.0,121.0,1.0,1.0,2.03,3.0,218.2,88.0,87.3,17.43,7.5
0.0,98.0,0.0,1.0,2.92,1.0,245.5,54.0,96.2,14.64,10.8
0.0,102.0,1.0,0.0,0.0,0.0,114.8,125.0,27.0,4.1,12.0
0.0,74.0,1.0,0.0,0.0,0.0,136.7,106.0,43.0,11.43,9.8
0.0,121.0,1.0,0.0,0.0,2.0,168.9,128.0,40.0,6.2,2.9
0.0,97.0,1.0,0.0,0.27,3.0,144.2,91.0,46.7,11.34,13.8
0.0,131.0,1.0,1.0,2.94,2.0,192.7,85.0,81.4,11.3,10.9
0.0,71.0,1.0,0.0,0.0,2.0,141.2,132.0,37.0,7.46,7.0
1.0,19.0,1.0,0.0,0.0,1.0,259.4,116.0,68.0,13.49,9.5
1.0,73.0,1.0,1.0,3.19,6.0,82.3,105.0,67.9,12.81,11.8
0.0,43.0,1.0,0.0,0.0,1.0,168.4,125.0,50.0,12.19,11.1
0.0,180.0,1.0,0.0,0.4,1.0,143.3,134.0,44.0,9.03,10.1
1.0,138.0,0.0,1.0,2.89,3.0,211.2,117.0,91.9,15.63,10.7
1.0,112.0,1.0,0.0,0.28,2.0,266.0,97.0,66.8,10.73,14.2
1.0,139.0,1.0,0.0,0.0,1.0,236.6,109.0,55.0,8.5,11.1
0.0,21.0,1.0,0.0,0.3,1.0,244.7,81.0,59.0,8.4,6.6
0.0,92.0,1.0,0.0,0.25,2.0,196.5,82.0,52.5,9.5,10.8
1.0,21.0,1.0,0.0,0.0,5.0,92.6,95.0,30.0,8.1,11.3
0.0,113.0,1.0,0.0,0.0,3.0,215.9,93.0,58.0,12.01,4.9
0.0,157.0,1.0,0.0,0.0,1.0,196.0,74.0,52.0,10.67,7.9
1.0,107.0,1.0,0.0,0.0,1.0,222.3,101.0,63.0,14.3,12.1
0.0,58.0,1.0,1.0,1.46,1.0,211.9,40.0,74.6,13.72,5.4
0.0,165.0,1.0,0.0,0.0,1.0,242.9,126.0,60.0,10.49,0.0
0.0,176.0,1.0,0.0,0.34,0.0,169.5,151.0,42.4,5.65,8.7
0.0,89.0,1.0,1.0,2.84,2.0,188.0,105.0,73.4,7.57,10.5
0.0,120.0,1.0,1.0,4.21,0.0,128.1,99.0,85.1,12.39,15.6
0.0,112.0,1.0,0.0,0.0,0.0,167.8,88.0,50.0,12.4,11.9
1.0,65.0,1.0,0.0,0.0,4.0,245.7,139.0,63.0,12.1,4.2
0.0,168.0,1.0,0.0,0.0,1.0,128.8,96.0,31.0,5.25,11.2
0.0,71.0,1.0,0.0,0.0,0.0,243.7,124.0,47.0,3.0,11.3
0.0,179.0,1.0,0.0,0.32,1.0,234.5,134.0,57.2,8.21,6.1
0.0,103.0,1.0,0.0,0.0,2.0,129.3,103.0,40.0,10.14,12.9
0.0,72.0,1.0,0.0,0.0,1.0,177.1,97.0,46.0,9.24,8.0
0.0,141.0,1.0,1.0,2.0,1.0,308.0,123.0,94.0,12.39,7.4
0.0,142.0,1.0,1.0,1.16,0.0,163.3,104.0,51.6,6.8,4.3
0.0,145.0,1.0,0.0,0.0,0.0,241.7,137.0,53.0,6.79,13.1
0.0,93.0,1.0,0.0,0.0,2.0,164.9,68.0,46.0,10.52,7.8
1.0,160.0,1.0,0.0,0.0,1.0,234.9,136.0,63.0,13.54,13.9
